ID Transaksi,Tanggal,Bulan,Tahun,Usia Pembeli,Gender,Berat Barang (gr),Berapa Kali Transaksi,Waktu Pengiriman (Hari),Ongkos Kirim
8336,13,12,2022,36,L,28,20,12,30000
5050,17,3,2023,44,P,865,1,4,10000
1269,3,12,2024,55,L,382,8,13,10000
1164,13,7,2022,56,L,623,14,10,20000
8981,18,11,2024,30,P,756,18,6,10000
3296,8,9,2022,76,P,970,19,9,20000
684,6,9,2022,24,L,490,8,9,10000
5278,4,2,2022,76,P,233,8,11,10000
7585,18,1,2023,64,L,350,19,10,30000
7449,11,8,2022,31,P,635,3,13,30000
1259,1,11,2022,79,L,844,20,5,30000
8268,12,1,2023,47,L,259,13,5,50000
7995,8,1,2022,45,L,286,18,4,40000
2684,26,2,2022,62,L,164,3,8,50000
7552,29,3,2022,57,P,700,17,2,30000
7374,5,6,2023,23,P,842,17,12,20000
6278,28,3,2024,43,P,16,20,6,30000
9354,16,8,2022,50,L,423,15,2,30000
6561,31,12,2022,75,L,545,16,8,10000
9682,16,1,2023,71,P,334,13,1,40000
4599,24,11,2022,57,L,883,13,3,50000
459,31,1,2023,60,P,180,16,1,10000
4301,15,2,2022,63,P,760,3,10,40000
7507,22,6,2023,55,L,296,19,3,10000
8196,5,1,2024,23,L,731,2,2,20000
4203,7,9,2024,78,L,212,2,4,20000
3289,10,1,2022,59,P,206,7,12,10000
8482,27,6,2023,28,L,989,16,5,30000
5110,31,8,2024,60,L,847,14,6,50000
8936,22,5,2022,44,L,184,14,4,50000
5094,15,4,2024,71,L,786,7,4,50000
5553,14,8,2022,59,L,302,14,5,50000
1452,12,5,2022,51,L,139,10,7,20000
3670,29,11,2024,38,P,448,13,2,10000
214,17,6,2024,47,L,828,7,13,50000
5721,23,6,2024,49,P,552,5,2,10000
2787,1,9,2024,26,P,967,10,3,20000
6510,6,12,2022,64,L,615,12,2,40000
4090,26,7,2023,37,L,809,18,11,30000
7983,11,9,2023,50,P,64,10,1,10000
3238,14,6,2023,47,P,426,7,2,10000
5393,9,2,2024,41,L,551,6,6,20000
2968,20,10,2023,60,P,319,5,3,20000
9049,10,4,2022,70,P,271,5,13,20000
567,11,8,2023,75,P,444,7,13,10000
1526,18,3,2024,33,P,89,4,5,20000
5770,29,4,2022,40,P,124,12,6,30000
7572,4,5,2022,50,L,261,3,7,30000
8211,7,2,2022,36,P,873,20,8,40000
2156,2,7,2023,41,P,811,11,3,20000
9175,23,2,2022,80,P,526,3,10,50000
7428,2,7,2024,45,L,414,9,9,40000
4564,4,4,2024,31,P,169,14,12,40000
9477,27,1,2022,51,L,782,16,1,30000
7497,18,2,2024,63,P,274,6,6,50000
5670,1,3,2024,46,P,888,7,2,20000
4245,10,4,2023,49,P,934,8,11,20000
8737,12,3,2024,31,P,413,16,11,40000
288,8,2,2024,43,L,261,12,9,10000
9213,12,12,2024,78,P,726,12,13,40000
5487,28,12,2022,34,P,353,15,13,40000
7497,26,9,2024,71,L,809,17,8,20000
8089,16,5,2024,69,P,865,9,13,10000
7593,19,10,2022,44,P,399,6,1,20000
8119,28,7,2023,35,P,989,13,7,10000
1915,14,5,2024,42,P,760,6,5,40000
2737,29,7,2022,37,P,624,14,14,10000
3850,30,12,2023,40,P,46,18,2,10000
8928,11,12,2022,68,L,918,3,9,10000
9432,9,7,2022,68,P,711,6,1,50000
5184,21,6,2022,29,L,610,3,13,30000
6992,30,9,2024,30,P,812,15,9,10000
3305,30,12,2022,77,L,721,1,6,20000
2748,13,6,2024,30,L,888,7,4,40000
7909,19,8,2022,37,L,348,19,11,30000
8018,24,5,2024,59,L,735,16,3,10000
2747,23,2,2024,34,L,179,15,3,20000
92,19,6,2023,57,P,670,19,12,50000
9080,18,12,2023,33,P,489,1,5,10000
496,23,5,2023,74,P,455,5,1,40000
7960,26,11,2023,58,L,927,16,3,50000
4780,28,7,2022,52,P,395,13,13,10000
1392,29,3,2022,75,L,575,17,4,10000
6452,4,6,2024,77,P,720,8,11,20000
4000,22,1,2022,80,L,687,12,3,30000
2857,18,8,2023,70,P,347,17,11,30000
6171,27,6,2022,74,P,749,2,13,30000
9963,27,2,2024,48,L,94,18,13,30000
3127,19,4,2024,41,P,699,14,3,20000
4878,27,7,2023,40,P,434,15,11,40000
7658,11,1,2023,42,L,184,10,5,30000
2538,27,2,2023,62,L,730,14,1,40000
8931,28,1,2023,34,L,550,5,14,10000
8414,16,7,2023,21,P,817,20,1,20000
7357,9,1,2024,57,L,881,10,6,20000
9261,22,9,2022,33,L,92,20,11,40000
7475,15,4,2023,33,L,784,14,3,30000
8635,15,8,2024,44,L,980,20,4,10000
9664,30,12,2023,77,L,473,20,7,20000
9839,21,12,2022,61,P,938,18,8,10000
5375,11,2,2024,80,P,928,12,8,30000
86,25,7,2023,56,P,45,12,9,50000
6756,24,1,2023,31,P,643,13,10,40000
4227,28,12,2023,51,L,817,4,7,50000
9412,10,11,2024,72,P,402,2,11,40000
8602,24,2,2023,57,L,185,3,13,20000
4566,28,8,2024,43,L,883,12,1,10000
4455,7,10,2022,45,L,503,13,3,10000
4123,9,7,2024,37,P,715,12,9,40000
1203,10,5,2024,64,P,228,12,5,50000
5707,29,11,2024,68,P,543,14,5,10000
8525,8,4,2022,38,L,239,4,2,20000
5477,28,3,2024,78,P,382,9,2,10000
5113,6,12,2024,29,L,322,9,1,30000
25,21,4,2022,58,L,495,19,11,40000
7781,25,7,2023,42,L,831,3,9,50000
8923,25,4,2023,41,P,500,12,11,30000
7492,30,12,2022,65,L,927,6,4,10000
982,3,11,2024,30,P,573,12,13,30000
3853,1,12,2022,57,P,118,16,13,10000
2521,12,9,2024,44,P,460,10,9,40000
3151,29,9,2024,48,L,80,10,5,10000
6339,31,4,2024,78,L,382,1,8,50000
6207,26,4,2022,62,P,694,6,4,40000
3182,18,4,2023,57,P,16,4,7,10000
4957,26,10,2023,45,L,420,10,13,30000
4325,24,6,2024,78,P,382,14,9,30000
396,17,9,2024,38,P,311,2,6,10000
3689,13,4,2023,34,P,435,14,9,30000
7528,11,5,2023,80,P,531,16,6,30000
9198,18,4,2024,23,P,610,17,2,30000
8744,2,10,2024,21,L,306,2,11,20000
120,19,3,2023,55,L,307,2,2,30000
8469,27,5,2022,59,P,544,13,4,40000
7083,29,4,2022,21,P,479,3,5,30000
1343,26,10,2022,72,P,719,6,5,40000
5950,25,9,2022,27,L,206,10,7,10000
6694,23,1,2022,41,P,163,15,3,10000
1524,15,10,2023,29,L,877,10,1,40000
4128,9,12,2022,75,L,942,10,3,50000
6104,15,5,2024,44,P,188,5,2,20000
3803,4,10,2023,77,P,857,16,12,10000
4443,26,6,2024,58,L,783,3,8,40000
7029,15,4,2022,26,P,543,8,12,10000
9712,9,6,2023,63,P,297,18,7,50000
6778,5,11,2022,59,L,806,18,8,50000
221,31,7,2024,76,L,646,16,13,40000
3268,26,11,2022,46,L,275,18,8,50000
3782,8,10,2023,35,L,97,19,4,20000
8178,27,8,2024,66,L,35,9,8,30000
843,11,8,2024,63,P,481,3,14,10000
3293,18,2,2024,31,L,780,7,7,30000
5041,16,6,2023,24,L,610,9,11,10000
5765,31,7,2024,61,P,441,16,11,20000
4933,1,1,2023,62,L,15,18,6,20000
948,22,12,2023,37,P,563,6,4,30000
799,7,7,2024,79,L,349,2,7,50000
2014,19,2,2022,25,L,577,12,14,10000
6324,30,5,2024,53,L,717,2,13,30000
8162,24,8,2024,46,L,952,10,4,10000
1083,22,6,2024,50,P,263,7,2,50000
2645,8,8,2024,67,L,829,15,5,20000
3017,17,9,2022,46,L,668,1,2,10000
3604,2,9,2022,71,L,282,18,1,10000
1278,21,7,2022,59,P,248,16,13,20000
2429,18,1,2022,64,P,822,16,11,20000
3103,14,7,2022,57,L,449,4,3,50000
5458,16,5,2024,51,L,621,4,3,50000
8399,7,11,2022,52,P,988,5,6,10000
3954,5,11,2024,52,L,327,10,9,40000
2342,8,9,2022,36,L,237,13,10,50000
9960,25,12,2024,62,P,854,12,9,10000
5593,15,8,2023,78,L,105,6,4,50000
2599,23,10,2023,48,P,430,19,3,20000
9474,20,8,2022,30,P,766,6,5,50000
3360,7,8,2022,63,P,466,12,14,10000
4930,21,12,2023,74,P,865,12,9,40000
4281,31,6,2024,76,P,48,15,4,10000
9846,12,11,2023,34,L,915,18,10,10000
9753,29,7,2024,39,P,83,11,5,30000
3385,28,1,2024,61,P,966,17,8,30000
8064,8,7,2023,75,P,42,15,14,20000
2600,21,4,2024,50,L,654,15,6,10000
9476,27,2,2023,39,P,22,7,14,40000
6165,3,7,2023,49,L,529,4,4,50000
3403,19,5,2024,26,P,588,2,10,50000
9327,29,4,2022,33,L,532,8,13,10000
1090,2,4,2024,24,P,756,4,4,10000
415,25,10,2024,23,P,44,7,8,40000
8143,1,12,2022,42,P,844,19,4,20000
1084,18,5,2023,21,L,38,14,9,20000
3336,21,8,2024,50,P,296,13,2,10000
9847,7,11,2022,62,P,837,4,13,40000
8142,18,6,2023,44,L,832,4,8,30000
4125,13,3,2023,41,L,471,13,14,20000
6681,18,2,2024,76,P,792,11,14,10000
5777,18,9,2023,66,P,708,1,1,40000
2457,24,3,2024,51,P,916,11,3,40000
6269,8,3,2023,50,L,114,3,1,10000
8561,23,11,2023,61,P,881,7,2,40000
4586,13,6,2023,74,P,479,7,6,30000
1285,30,6,2022,71,L,126,7,12,50000
7552,5,7,2023,27,L,803,11,7,30000
1825,2,10,2024,71,P,526,11,3,40000
6316,24,7,2024,71,L,357,9,1,20000
2179,6,4,2024,51,L,952,19,3,40000
2712,26,11,2023,56,L,685,14,7,10000
6934,8,9,2023,31,L,694,18,9,10000
2663,27,7,2024,30,L,556,12,14,20000
5794,26,9,2024,76,P,801,6,14,40000
8660,5,10,2022,79,L,199,2,1,30000
1088,5,6,2023,57,L,742,7,13,30000
1316,11,12,2023,79,P,318,14,11,50000
3301,26,10,2024,44,P,143,9,2,40000
7138,26,2,2024,48,P,446,7,13,50000
5225,22,6,2024,27,L,809,1,13,40000
5104,3,5,2023,57,P,35,16,13,10000
1281,28,4,2022,37,P,280,11,13,50000
5712,2,9,2023,49,L,287,3,7,50000
6482,10,9,2023,45,L,933,3,8,10000
2995,21,6,2023,32,L,920,19,14,50000
296,15,8,2023,80,L,714,17,8,20000
4906,27,3,2022,63,L,115,7,6,40000
8126,12,9,2024,54,L,229,7,14,40000
1911,13,7,2022,80,L,555,5,9,20000
6267,1,11,2023,40,L,928,18,6,10000
1780,6,7,2023,74,P,181,8,13,20000
2755,1,4,2023,23,L,408,15,10,10000
7855,4,3,2023,71,P,722,17,2,30000
6607,1,7,2024,70,L,566,15,13,50000
2257,7,3,2023,69,P,796,3,14,20000
9957,21,2,2023,69,L,463,12,4,40000
7167,15,8,2023,53,P,109,18,3,20000
7477,7,8,2024,29,L,180,3,11,40000
1589,18,5,2024,43,L,445,14,5,50000
3950,27,8,2023,27,P,643,18,14,30000
6982,11,1,2022,70,P,22,18,7,40000
1282,3,8,2022,28,L,131,7,8,30000
3992,8,4,2023,44,L,422,14,2,10000
4401,10,3,2022,50,P,514,6,5,30000
5077,11,12,2023,80,P,719,9,9,40000
8291,7,4,2022,41,P,968,4,14,10000
1263,1,1,2023,28,P,742,5,1,10000
8196,31,2,2022,45,P,686,14,8,10000
1718,11,11,2023,53,L,709,15,12,50000
8256,24,7,2022,36,L,8,3,1,40000
1860,19,9,2024,77,L,373,4,13,40000
1712,4,11,2022,25,P,996,9,5,30000
7009,8,3,2023,51,P,720,1,1,20000
2065,21,1,2024,28,L,917,16,9,50000
2085,28,7,2024,70,P,9,13,11,10000
8702,12,1,2023,51,L,390,2,3,30000
4002,20,8,2024,45,P,610,15,11,10000
600,7,9,2022,40,L,511,17,5,50000
5160,27,3,2023,63,L,12,5,7,50000
2980,1,2,2022,33,L,934,12,11,50000
3763,18,6,2022,65,P,902,20,8,40000
4402,28,11,2023,54,P,39,10,2,50000
8205,30,3,2024,43,L,310,12,6,50000
5799,16,6,2024,23,L,269,13,13,50000
7791,26,9,2024,46,L,372,15,9,30000
4887,28,11,2022,73,P,351,16,1,30000
8501,18,6,2024,60,P,271,19,9,40000
4475,30,11,2022,62,L,946,2,1,50000
2254,29,1,2023,43,L,358,9,5,30000
6047,12,3,2024,53,L,739,1,7,20000
2541,23,12,2022,64,P,329,15,10,50000
4809,18,12,2023,31,P,454,19,5,50000
8602,1,10,2024,59,P,467,20,11,30000
3788,4,6,2022,72,P,140,11,10,40000
3332,10,4,2024,38,L,341,3,14,40000
369,4,5,2023,22,P,942,9,2,30000
4893,5,6,2024,35,L,180,20,6,30000
4895,21,10,2023,54,P,514,4,3,50000
573,16,11,2024,57,P,720,1,7,10000
7122,1,12,2022,77,L,235,5,3,50000
2665,24,11,2024,60,P,417,11,3,10000
9035,20,12,2024,22,L,589,20,2,30000
290,1,1,2022,43,P,431,18,11,50000
2567,29,11,2023,73,P,919,16,8,30000
3476,29,6,2023,78,P,28,19,1,30000
7542,13,1,2023,73,L,129,18,2,10000
6457,23,9,2023,52,P,421,18,12,10000
3798,4,8,2022,51,L,199,20,4,40000
8595,31,11,2023,21,L,879,13,7,30000
2127,24,2,2023,38,P,148,12,7,10000
9149,2,9,2022,31,L,757,5,11,40000
424,22,10,2022,27,L,822,18,9,50000
6301,4,10,2023,30,P,78,7,11,40000
9730,6,4,2024,31,P,873,10,9,50000
8738,2,9,2022,62,P,298,5,12,20000
1293,14,12,2022,50,L,255,14,10,10000
4551,28,9,2024,32,L,305,8,8,40000
6041,19,9,2024,71,L,523,19,10,30000
9163,11,11,2024,74,L,691,11,7,10000
8449,29,2,2023,36,P,102,16,7,50000
7244,17,1,2022,47,L,298,16,10,30000
9943,18,11,2022,69,L,469,4,14,50000
9553,21,4,2022,55,P,466,15,4,10000
420,8,10,2022,54,L,6,12,5,20000
2543,7,9,2022,48,L,156,7,8,30000
7003,28,6,2023,50,L,540,12,2,50000
2641,9,2,2024,31,L,907,4,6,50000
4147,11,9,2024,47,L,865,15,6,10000
6600,6,9,2024,70,L,606,6,13,50000
9613,11,2,2024,54,L,766,16,4,20000
2348,1,9,2022,24,P,461,2,7,30000
8451,25,10,2023,35,P,463,15,12,10000
288,11,5,2022,30,P,532,6,7,50000
3176,13,3,2022,41,L,840,15,11,10000
6605,6,1,2023,75,L,910,4,3,10000
6476,5,10,2024,63,P,466,15,8,40000
7137,5,7,2024,76,P,910,1,13,10000
3526,23,9,2022,30,L,37,16,12,20000
7629,12,3,2022,26,P,808,15,11,40000
2055,30,6,2022,52,L,42,12,12,20000
8335,11,7,2022,32,L,863,15,1,20000
9760,5,12,2022,71,P,240,6,13,40000
2322,16,10,2023,41,P,803,7,12,10000
1852,12,7,2022,58,P,214,3,14,10000
1875,25,6,2023,69,P,959,12,10,30000
8828,23,8,2024,63,L,806,5,5,40000
3592,16,10,2023,64,L,119,5,6,50000
8432,8,1,2023,26,P,222,20,14,10000
2350,28,9,2022,75,P,308,20,5,10000
333,10,8,2024,40,L,755,4,14,50000
2049,13,11,2023,36,P,873,17,11,40000
4074,9,8,2024,69,L,660,4,4,30000
1465,27,3,2022,78,P,805,6,5,20000
9464,20,1,2022,49,L,777,13,3,50000
3909,12,4,2022,68,P,315,5,8,10000
9894,29,3,2022,28,P,596,17,2,30000
6243,3,1,2023,58,P,906,18,12,10000
6236,1,1,2024,44,P,12,11,6,10000
7976,3,11,2024,26,P,430,9,2,10000
2051,11,3,2024,55,P,358,13,8,10000
4939,21,12,2022,25,P,429,8,14,40000
7373,20,6,2023,56,L,684,9,7,20000
7695,13,5,2023,35,L,271,14,1,10000
5200,28,2,2023,28,P,279,7,8,20000
8504,29,7,2022,35,P,736,12,14,30000
537,24,7,2024,58,L,257,5,8,40000
1804,17,7,2023,39,P,906,12,11,10000
9900,18,5,2022,69,P,804,8,9,10000
6542,17,7,2023,27,P,13,10,4,30000
3568,14,11,2023,41,L,63,3,8,30000
9330,6,12,2023,44,L,462,6,11,20000
4691,3,3,2023,52,L,101,14,3,50000
5861,4,5,2022,66,P,510,6,3,10000
7916,28,8,2022,36,L,550,14,4,10000
7438,12,1,2023,39,P,756,17,13,10000
8774,15,4,2022,64,L,234,19,1,40000
2555,10,2,2022,37,L,847,14,8,20000
6375,10,4,2022,51,L,261,9,7,10000
6664,6,12,2024,78,L,206,6,3,50000
8540,12,1,2023,41,P,245,11,2,40000
3780,28,3,2024,49,L,125,17,14,50000
6311,20,12,2023,40,L,295,8,2,10000
4688,14,10,2024,79,L,466,11,4,50000
9840,24,12,2024,35,P,90,18,14,40000
2749,4,11,2022,76,P,903,18,11,10000
243,9,5,2022,57,L,811,16,13,50000
1627,3,3,2023,64,P,770,9,7,50000
4429,19,7,2023,66,P,809,13,6,20000
7978,30,9,2023,56,P,275,16,10,50000
1925,25,12,2022,69,L,257,4,10,10000
1314,28,12,2023,65,P,418,2,4,40000
1048,17,2,2024,71,P,732,20,2,20000
4506,17,2,2023,73,P,730,11,3,50000
8166,23,10,2023,39,P,348,2,5,40000
9867,20,5,2022,52,P,699,2,14,30000
57,15,6,2023,35,L,48,15,1,10000
8487,21,11,2022,46,L,839,2,7,40000
4229,7,5,2023,32,L,465,2,10,50000
5069,8,7,2024,35,P,450,3,10,20000
2334,28,8,2024,77,P,333,9,5,40000
7352,31,10,2023,46,L,841,18,9,20000
7721,6,8,2022,73,L,893,5,14,10000
8379,3,4,2024,51,L,620,17,9,30000
1766,23,4,2022,56,L,517,20,10,10000
2634,16,6,2022,23,P,883,17,3,40000
1461,15,4,2024,71,L,516,15,5,20000
4688,19,6,2024,49,P,511,6,5,20000
4548,18,7,2023,59,P,480,10,2,30000
5518,3,7,2024,22,L,99,15,12,40000
3152,17,9,2024,24,P,495,13,9,10000
8972,24,6,2022,36,L,815,20,10,10000
7357,19,8,2023,43,P,33,12,3,40000
9811,20,9,2023,34,L,846,10,14,10000
4095,29,3,2023,66,L,666,13,12,30000
559,5,2,2022,66,L,190,7,3,50000
4108,25,1,2022,78,L,674,11,11,50000
9066,22,7,2022,63,L,625,16,13,20000
2102,10,3,2023,65,P,161,6,1,40000
503,10,7,2024,54,L,355,16,11,10000
9990,18,4,2024,35,P,626,13,2,40000
4200,26,2,2022,66,L,270,14,1,10000
9505,9,11,2022,43,P,138,7,9,50000
9220,11,5,2023,35,L,161,13,6,30000
58,29,6,2024,29,L,831,18,9,50000
73,12,7,2023,50,P,65,4,10,30000
7497,29,11,2024,24,P,198,7,8,50000
8592,2,12,2022,53,P,25,8,9,40000
5066,31,12,2022,72,P,553,13,7,50000
5153,5,12,2023,29,P,222,3,10,30000
8144,30,1,2023,80,L,647,2,12,30000
1241,16,2,2024,41,L,466,5,8,30000
9121,16,9,2023,29,L,498,18,9,20000
9024,13,2,2022,25,P,19,4,2,40000
1677,12,8,2024,41,L,357,19,9,40000
8724,6,7,2022,69,L,789,14,1,40000
4530,5,6,2024,27,L,983,16,1,40000
3549,20,12,2022,53,L,466,5,6,20000
8882,5,3,2023,63,L,282,6,8,30000
1646,21,10,2023,41,L,628,16,13,50000
8865,18,9,2023,50,L,212,17,3,10000
594,24,5,2022,26,P,459,5,8,30000
7924,30,8,2024,31,L,622,12,10,30000
5281,16,2,2023,70,P,451,3,11,50000
3465,21,12,2023,21,P,797,9,1,10000
5445,27,2,2023,54,L,47,14,7,50000
4286,25,8,2022,71,L,956,6,4,40000
8318,26,12,2023,43,L,254,10,11,40000
6761,7,1,2024,67,P,66,20,11,50000
4521,20,9,2024,75,L,408,20,3,30000
5684,20,1,2024,72,P,26,7,1,20000
5700,14,12,2023,32,L,559,6,14,20000
1626,6,7,2024,50,L,545,19,1,50000
3448,3,7,2024,30,P,207,12,5,50000
5130,23,2,2023,67,P,921,18,2,40000
3861,16,9,2024,49,L,768,10,3,40000
9467,20,11,2023,60,P,69,3,2,10000
7991,15,7,2024,33,L,677,18,1,50000
5291,23,5,2024,27,L,8,5,8,20000
8903,30,3,2022,25,P,81,13,5,10000
4769,21,10,2022,76,L,266,7,11,40000
8457,7,3,2022,23,P,504,17,1,30000
4753,17,2,2022,41,P,145,13,5,40000
2562,14,12,2023,72,P,900,18,1,50000
6108,7,2,2024,37,L,883,20,8,50000
1027,21,6,2023,33,P,91,12,6,30000
5308,4,1,2022,48,P,249,8,11,40000
2163,21,12,2024,70,P,98,13,10,40000
3836,16,2,2023,47,P,531,6,11,50000
9414,9,6,2024,30,P,333,6,7,50000
4124,18,4,2022,36,P,252,16,13,30000
2853,16,11,2024,50,L,669,2,9,50000
5497,28,7,2022,54,P,664,7,13,50000
4500,26,3,2022,78,P,897,8,11,30000
2724,6,11,2024,25,L,69,10,4,50000
7547,1,9,2024,45,L,911,7,13,30000
5598,7,3,2024,61,L,615,13,12,50000
1271,27,8,2024,80,P,245,2,8,20000
5872,25,6,2024,47,L,354,10,8,40000
5418,11,4,2024,30,P,170,19,4,50000
9718,19,6,2023,23,L,276,17,9,30000
7826,17,5,2024,69,P,434,15,2,10000
7933,31,7,2022,31,L,164,4,8,40000
8376,8,5,2024,25,L,569,2,3,10000
9735,1,3,2022,42,L,758,20,3,20000
8022,8,4,2024,53,L,135,11,11,30000
2118,27,8,2022,22,P,814,15,6,20000
8946,11,2,2022,77,L,501,8,14,40000
3757,17,4,2023,56,P,280,13,3,20000
4428,13,2,2024,51,L,22,17,7,10000
7395,11,7,2022,52,P,541,19,6,20000
1162,9,9,2022,58,P,299,15,7,40000
802,24,7,2022,37,P,573,12,2,10000
7743,29,10,2022,43,P,422,13,12,30000
3585,27,11,2022,50,L,596,4,12,30000
8433,19,11,2024,78,P,889,7,14,40000
4009,1,10,2024,33,P,162,6,9,20000
6705,28,6,2024,80,P,402,3,12,20000
3215,18,3,2022,37,P,63,9,2,10000
2629,9,1,2024,60,L,748,9,14,50000
7180,21,1,2024,33,P,583,13,12,40000
3721,3,10,2022,31,L,114,16,5,50000
1395,6,8,2022,54,L,727,13,11,10000
219,24,11,2022,30,P,330,3,11,20000
9195,31,3,2023,30,L,955,15,1,20000
6934,24,3,2022,66,L,52,15,14,20000
5544,10,11,2023,73,L,280,3,6,40000
1747,1,5,2024,56,P,550,11,8,10000
5661,11,11,2022,46,L,91,18,6,10000
950,28,12,2022,29,P,138,13,3,10000
1357,25,1,2023,37,P,967,15,9,50000
523,19,9,2024,80,L,867,7,13,30000
348,30,4,2022,67,L,37,13,10,50000
7058,14,5,2023,66,L,427,2,4,20000
7288,28,3,2022,28,L,777,20,8,20000
6049,27,7,2024,55,L,17,7,1,10000
4446,18,3,2024,26,L,991,11,13,40000
2499,29,6,2022,49,L,984,19,13,40000
5067,21,6,2023,30,L,301,19,9,20000
8655,7,5,2022,36,P,919,12,4,10000
143,23,1,2022,73,P,107,8,5,40000
7792,18,6,2022,67,P,384,3,14,10000
1658,4,9,2024,65,L,826,11,11,30000
6999,19,4,2024,69,L,576,9,2,40000
2123,25,6,2023,34,P,301,6,4,50000
3874,7,6,2022,64,P,252,3,3,10000
5014,3,7,2022,61,P,66,18,1,50000
7497,31,1,2024,32,L,986,9,2,40000
9403,27,2,2023,35,P,542,20,3,20000
2543,4,4,2024,71,P,618,11,8,50000
8697,24,1,2022,48,L,502,14,6,20000
4073,30,2,2022,63,L,740,11,1,30000
3796,5,2,2022,42,L,79,12,1,50000
7707,19,1,2022,57,P,479,13,11,30000
1095,30,9,2024,32,L,974,17,12,40000
9843,16,8,2023,25,L,442,11,12,20000
7064,22,5,2023,56,P,494,7,3,30000
2730,22,4,2022,42,P,328,12,4,10000
7367,24,12,2023,66,L,725,7,10,50000
9531,2,5,2023,39,P,844,2,2,50000
902,30,3,2022,65,P,572,5,7,30000
4035,17,10,2023,66,L,578,16,6,10000
2364,6,12,2022,50,L,212,18,6,50000
5940,10,11,2022,57,L,884,3,10,40000
69,1,11,2024,50,P,70,13,4,30000
5741,28,5,2023,40,L,709,11,3,20000
2345,31,7,2022,24,L,441,4,4,10000
6717,5,2,2023,71,P,51,2,3,50000
3979,14,10,2024,76,L,98,19,4,20000
1088,27,8,2023,67,L,187,18,10,10000
158,8,10,2024,79,P,426,8,9,20000
7816,25,12,2022,65,L,978,1,8,10000
4310,29,4,2024,43,P,561,15,5,50000
9056,12,5,2024,56,L,238,4,6,40000
3006,16,3,2023,79,L,688,13,4,10000
6221,27,3,2022,66,L,255,17,6,40000
4119,14,2,2024,36,L,133,13,13,50000
7914,20,2,2023,64,P,132,1,10,10000
6838,25,8,2023,37,P,575,9,13,50000
5204,10,12,2022,22,P,270,10,10,50000
6104,13,4,2022,31,P,298,8,10,20000
6833,24,4,2024,44,L,566,16,1,40000
7289,9,10,2024,40,P,848,12,9,40000
8489,12,6,2023,71,L,571,13,6,30000
6325,28,7,2022,50,L,919,7,10,20000
4086,12,11,2024,51,L,174,5,9,40000
9748,23,7,2022,42,L,540,16,13,20000
4062,18,6,2024,55,P,589,8,9,20000
6648,9,3,2024,66,L,822,6,9,50000
7162,18,12,2024,32,L,184,6,10,10000
1008,14,7,2022,51,L,705,5,9,10000
3591,1,9,2022,29,L,570,10,14,20000
8713,20,10,2023,74,L,874,18,7,40000
6052,6,4,2023,71,L,780,13,8,50000
4190,21,12,2023,22,L,109,5,2,30000
9928,22,2,2024,24,L,833,16,4,40000
468,8,12,2022,80,P,737,4,2,40000
8904,14,3,2023,75,L,83,14,11,40000
5006,17,8,2023,53,P,41,13,2,10000
9794,2,2,2023,74,P,623,2,11,40000
5145,3,4,2023,29,L,663,20,1,10000
313,8,2,2023,69,P,969,14,10,30000
2944,14,4,2022,75,L,368,9,14,50000
1222,6,5,2024,77,P,485,9,8,20000
1177,3,1,2023,67,L,538,11,6,20000
3445,13,2,2023,40,L,256,13,9,30000
5283,23,4,2023,79,P,515,8,13,40000
9672,7,7,2023,41,L,789,6,13,20000
1757,27,3,2024,58,L,657,7,1,50000
5880,19,11,2022,57,P,161,1,12,30000
6803,9,11,2024,39,L,476,3,14,20000
1989,11,10,2023,48,P,466,4,2,10000
2104,27,12,2024,32,L,596,8,12,10000
9523,25,11,2023,48,L,892,6,4,40000
24,23,10,2024,38,P,49,13,6,40000
1613,26,3,2022,36,L,934,19,5,20000
7947,5,12,2023,52,L,972,18,14,50000
7869,27,11,2022,39,L,254,2,1,10000
8841,6,3,2023,23,P,824,1,5,40000
2614,12,11,2024,70,P,298,14,8,40000
2198,16,1,2023,72,P,79,17,3,50000
3891,12,5,2022,61,L,331,6,3,20000
3571,20,10,2024,22,L,138,10,13,50000
7055,17,12,2022,64,P,262,1,9,40000
539,29,9,2024,31,P,46,17,7,10000
6325,9,3,2022,74,L,969,1,9,10000
432,6,11,2023,27,P,236,13,14,50000
6471,7,11,2023,66,P,545,20,1,10000
4043,21,6,2024,61,L,502,1,2,40000
8949,16,9,2022,73,P,543,15,3,50000
3807,31,9,2022,46,L,138,15,2,30000
6432,5,8,2023,72,L,289,12,6,10000
7761,2,9,2022,34,L,62,8,5,20000
8674,22,1,2022,37,P,335,11,10,20000
3969,23,3,2023,41,L,717,5,11,40000
5072,17,12,2024,56,P,693,10,5,40000
7833,10,6,2023,32,L,143,19,3,50000
1336,19,2,2023,28,P,390,9,12,30000
5736,31,12,2023,54,P,168,1,8,40000
1849,9,12,2023,29,L,840,18,9,20000
9322,17,4,2024,58,P,704,18,9,40000
4914,27,5,2023,46,L,342,18,4,10000
2263,26,7,2023,58,P,762,8,8,30000
433,23,9,2024,69,L,257,11,1,20000
2822,7,10,2024,56,P,329,8,9,10000
141,16,4,2023,67,P,38,15,9,20000
1842,12,10,2023,57,P,531,5,9,10000
6410,28,6,2022,36,P,800,17,12,30000
6100,5,11,2022,80,L,272,15,8,40000
8747,19,2,2022,31,L,481,11,4,30000
5540,25,5,2022,68,P,850,14,1,20000
9735,25,5,2024,66,L,838,5,7,20000
